TICKET_#,Issue Date,CODE,Description,BASE_AMOUNT,AMOUNT_DUE,LOCATION,Warning,Void
AE0201612329,10/31/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612462,11/3/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201612463,11/3/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201612464,11/3/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612465,11/3/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612561,11/7/2023,01,Overtime,10.00,0.00,Stadium Drive Parking Garage,1.00,1.00
AE0202210991,11/7/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202210992,11/7/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202210993,11/7/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202210994,11/7/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202210995,11/7/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202210996,11/7/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202014799,11/8/2023,01,Overtime,10.00,0.00,733 N 17th Street,1.00,0.00
AE0202014800,11/8/2023,01,Overtime,10.00,0.00,733 N 17th Street,1.00,0.00
AE0202014806,11/8/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202014813,11/8/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0202211123,11/9/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202211124,11/9/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202211125,11/9/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201815621,11/9/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201815622,11/9/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201815623,11/9/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201815624,11/9/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201815625,11/9/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202211147,11/9/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202211148,11/9/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201815642,11/9/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201815643,11/9/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201815644,11/9/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202211153,11/9/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202211154,11/9/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201815696,11/10/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201612718,11/10/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201815697,11/10/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201815707,11/10/2023,01,Overtime,10.00,0.00,1240 R Street,0.00,0.00
AE0201815733,11/13/2023,01,Overtime,10.00,0.00,733 N 17th Street,1.00,0.00
AE0201815734,11/13/2023,01,Overtime,10.00,0.00,733 N 17th Street,1.00,0.00
AE0202211290,11/14/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202211291,11/14/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202211313,11/14/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202211424,11/16/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202111231,11/16/2023,01,Overtime,10.00,0.00,1240 R Street,0.00,1.00
AE0202111240,11/16/2023,01,Overtime,10.00,0.00,15th & U Street,0.00,0.00
AE0201815931,11/16/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,1.00,0.00
AE0202211461,11/16/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202211462,11/16/2023,01,Overtime,10.00,0.00,University Suites,0.00,1.00
AE0202211463,11/16/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202211464,11/16/2023,01,Overtime,10.00,10.00,University Suites,0.00,0.00
AE0201612969,11/17/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201612970,11/17/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201612971,11/17/2023,01,Overtime,10.00,0.00,Massengale,1.00,0.00
AE0201612977,11/17/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201612978,11/17/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201613016,11/20/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201511867,11/20/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201613017,11/20/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0201511868,11/20/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201613027,11/20/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201613028,11/20/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201613058,11/20/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613059,11/20/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613060,11/20/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613061,11/20/2023,01,Overtime,10.00,0.00,15th Street,0.00,0.00
AE0201613062,11/20/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613063,11/20/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613064,11/20/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613065,11/20/2023,01,Overtime,10.00,0.00,15th Street,0.00,0.00
AE0202211594,11/21/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202211605,11/21/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202211606,11/21/2023,01,Overtime,10.00,0.00,Massengale,1.00,0.00
AE0202211610,11/21/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202211611,11/21/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202211617,11/21/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202211619,11/21/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202211693,11/27/2023,01,Overtime,10.00,0.00,Sandoz,0.00,0.00
AE0202211694,11/27/2023,01,Overtime,10.00,0.00,Sandoz,0.00,0.00
AE0202015478,11/28/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202015481,11/28/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202015488,11/28/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201613240,11/29/2023,01,Overtime,10.00,0.00,Stadium Drive Parking Garage,0.00,0.00
AE0201816151,11/29/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0201816152,11/29/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0201816153,11/29/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0202211782,11/30/2023,01,Overtime,10.00,0.00,Massengale,0.00,1.00
AE0202211783,11/30/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201613359,11/30/2023,01,Overtime,10.00,0.00,South Stadium,1.00,0.00
AE0202015617,12/1/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201613366,12/1/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201613367,12/1/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202015618,12/1/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201613382,12/1/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201613383,12/1/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201613384,12/1/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202015626,12/1/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201613392,12/1/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613393,12/1/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613394,12/1/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201816316,12/4/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0201816317,12/4/2023,01,Overtime,10.00,0.00,733 N 17th Street,0.00,0.00
AE0201816386,12/5/2023,01,Overtime,10.00,0.00,Massengale,1.00,0.00
AE0201816387,12/5/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201816394,12/5/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201816395,12/5/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201816396,12/5/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201816425,12/5/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201613550,12/7/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613551,12/7/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,1.00,0.00
AE0201613552,12/7/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613561,12/7/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613562,12/7/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613563,12/7/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0202211900,12/7/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201613606,12/7/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201613614,12/7/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201613615,12/7/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201613616,12/7/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201613635,12/8/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201613636,12/8/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613637,12/8/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613638,12/8/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613667,12/8/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201613668,12/8/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201613669,12/8/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201613681,12/8/2023,01,Overtime,10.00,0.00,Outdoor Adventures Center,1.00,0.00
AE0201613686,12/8/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201613687,12/8/2023,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202211975,12/8/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202211976,12/8/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202211977,12/8/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202015866,12/11/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202015868,12/11/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202015873,12/11/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202212197,12/15/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202212199,12/15/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202212200,12/15/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202016045,12/18/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202016046,12/18/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202016047,12/18/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202016049,12/18/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202016050,12/18/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202016051,12/18/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202016052,12/18/2023,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201613912,12/19/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0201613913,12/19/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,1.00,0.00
AE0201613914,12/19/2023,01,Overtime,10.00,0.00,Courtyard,0.00,0.00
AE0201613916,12/19/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0201613917,12/19/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201613918,12/19/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201613919,12/19/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613925,12/19/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201613926,12/19/2023,01,Overtime,10.00,0.00,U Street/15th - 16th Streets,0.00,0.00
AE0201613935,12/19/2023,01,Overtime,10.00,0.00,1240 R Street,0.00,0.00
AE0202016084,12/20/2023,01,Overtime,10.00,0.00,S Street/16th-15th,0.00,0.00
AE0202016087,12/20/2023,01,Overtime,10.00,0.00,Union,0.00,0.00
AE0202016088,12/20/2023,01,Overtime,10.00,0.00,Union,0.00,0.00
AE0202016089,12/20/2023,01,Overtime,10.00,0.00,S Street/16th-15th,0.00,0.00
AE0202016091,12/20/2023,01,Overtime,10.00,0.00,S Street/16th-15th,0.00,0.00
AE0202016092,12/20/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202016093,12/20/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202016094,12/20/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202016095,12/20/2023,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0202016102,12/21/2023,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202212393,1/2/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202212396,1/2/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202212401,1/2/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202212402,1/2/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202212417,1/2/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202212418,1/2/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202212454,1/3/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202212455,1/3/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202212456,1/3/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202212457,1/3/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201816756,1/3/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201816757,1/3/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201613969,1/3/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201613970,1/3/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201512250,1/4/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201512258,1/4/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201512261,1/4/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202016223,1/5/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201512270,1/5/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201512277,1/5/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202016292,1/9/2024,01,Overtime,10.00,0.00,Outdoor Adventures Center,1.00,0.00
AE0202016300,1/10/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202212475,1/10/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202212476,1/10/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202212483,1/10/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202111345,1/10/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202111350,1/11/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202212493,1/11/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202212494,1/11/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202111351,1/11/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202111353,1/11/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202212497,1/11/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202111354,1/11/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202016393,1/16/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202212508,1/16/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202212517,1/17/2024,01,Overtime,10.00,0.00,Massengale,1.00,0.00
AE0202212525,1/19/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202212526,1/19/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202212528,1/19/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202016475,1/22/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202016476,1/22/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202016477,1/22/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202016478,1/22/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201816924,1/23/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201512388,1/23/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201614242,1/24/2024,01,Overtime,10.00,0.00,Stadium Drive Parking Garage,1.00,0.00
AE0202212723,1/24/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202212724,1/24/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202212749,1/25/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202212757,1/25/2024,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0202212761,1/25/2024,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0202212763,1/25/2024,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0202212764,1/25/2024,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0202212791,1/26/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202212798,1/26/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201512577,1/29/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202212829,1/29/2024,01,Overtime,10.00,0.00,University Suites,1.00,0.00
AE0202111482,1/29/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202212862,1/30/2024,01,Overtime,10.00,0.00,Courtyard,0.00,0.00
AE0202212863,1/30/2024,01,Overtime,10.00,0.00,Courtyard,0.00,0.00
AE0202212865,1/30/2024,01,Overtime,10.00,0.00,Courtyard,0.00,0.00
AE0201817236,1/31/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201817237,1/31/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201512727,2/1/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202213004,2/1/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201817277,2/1/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201817278,2/1/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202213009,2/1/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201512730,2/1/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202213010,2/1/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201512731,2/1/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202213011,2/1/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201817299,2/1/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201817300,2/1/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201817308,2/1/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201817309,2/1/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201817310,2/1/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,1.00
AE0201817311,2/1/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,1.00
AE0202017022,2/1/2024,01,Overtime,10.00,0.00,Sandoz,0.00,0.00
AE0202017023,2/1/2024,01,Overtime,10.00,0.00,Sandoz,0.00,0.00
AE0201817327,2/2/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201512773,2/2/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201817328,2/2/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201512774,2/2/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201817329,2/2/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201512775,2/2/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201817332,2/2/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201817333,2/2/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202017044,2/2/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201512779,2/2/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202017045,2/2/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202017046,2/2/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201512787,2/2/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202017064,2/2/2024,01,Overtime,10.00,0.00,Union,0.00,0.00
AE0202111606,2/2/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201614667,2/6/2024,01,Overtime,10.00,0.00,Stadium Drive Parking Garage,1.00,0.00
AE0201614668,2/6/2024,01,Overtime,10.00,10.00,Stadium Drive Parking Garage,0.00,0.00
AE0202213171,2/6/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202213178,2/6/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202213179,2/6/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0201817440,2/6/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201817441,2/6/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0201817442,2/6/2024,01,Overtime,10.00,0.00,Massengale,0.00,0.00
AE0202111619,2/6/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202111620,2/6/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201614692,2/6/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201614693,2/6/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202111624,2/6/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201614697,2/6/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202111625,2/6/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201614705,2/6/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202111632,2/6/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0201614706,2/6/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202111645,2/6/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
AE0202213244,2/6/2024,01,Overtime,10.00,0.00,Outdoor Adventures Center,1.00,0.00
AE0202213245,2/6/2024,01,Overtime,10.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202213246,2/6/2024,01,Overtime,10.00,0.00,Outdoor Adventures Center,1.00,0.00
AE0202213252,2/6/2024,01,Overtime,10.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202213253,2/6/2024,01,Overtime,10.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202213254,2/6/2024,01,Overtime,10.00,0.00,Outdoor Adventures Center,1.00,0.00
AE0202213259,2/6/2024,01,Overtime,10.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202213260,2/6/2024,01,Overtime,10.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202017273,2/9/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202017274,2/9/2024,01,Overtime,10.00,0.00,Harper Schramm Smith,0.00,0.00
AE0202213366,2/9/2024,01,Overtime,10.00,0.00,University Suites,0.00,0.00
